"","Brand","Variety","Style","Country","Stars","Top.Ten","perc_salt"
"1550","HoMyeonDang","Premium Noodle House Don Ramyun","Pack","South Korea",4,"",20.1142373320235
"1551","Samyang Foods","60 Ingredients Assorted Vegetable SK Version","Pack","South Korea",3.75,"",18.2145529930581
"1552","Samyang Foods","Nagasaki Crab Jjampong","Pack","South Korea",5,"",17.8701063748865
"1553","Samyang Foods","Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun)","Pack","South Korea",4,"",20.5859150794313
"1554","Samyang Foods","Yukgaejang Beef Ramyun","Bowl","South Korea",4,"",18.8928823080916
"1555","Samyang Foods","Bajirak Kalgugsu","Pack","South Korea",3.75,"",21.29385262667
"1556","Samyang Foods","Hot Chacharoni","Pack","South Korea",3.75,"",20.542441094191
"1557","HoMyeonDang","Premium Noodle House Tofu Fried Noodle","Pack","South Korea",3.5,"",19.9825919901444
"1558","Samyang Foods","Samyang Ramyun","Pack","South Korea",4.5,"",18.4512438989895
"1559","HoMyeonDang","Premuim Noodle House Crab Jjampong","Pack","South Korea",5,"",19.1541988313804
"1560","Samyang Foods","Beef Flavor Ramyun (SK Version)","Pack","South Korea",4.25,"",21.3100391465021
"1561","Samyang Foods","Nagasaki Jjampong","Bowl","South Korea",4.75,"",19.1430514547145
"1562","Samyang Foods","Kimchi Ramyun (SK Version)","Pack","South Korea",4,"",21.6214443536463
"1563","Samyang Foods","Ganjjampong","Pack","South Korea",4.25,"",20.2942259759269
"1564","Samyang Foods","Sutah (SK Version)","Pack","South Korea",3.75,"",19.6171649589181
"1565","Nissin","Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup","Cup","USA",3.5,"",19.0852700106122
"1566","Tradition","Oriental Style Ramen Noodle Soup","Pack","USA",2.75,"",19.8022594185582
"1567","Nissin","King Spa Oh Peperoncino Spaghetti (日清生タイプSpa王 ペペロンチーノ)","Bowl","Japan",4.25,"",19.1510337049666
"1568","Vina Acecook","Oh! Ricey Hủ Tiếu Sườn Heo (Pork Spareribs Flavour)","Pack","Vietnam",3.5,"",21.1546797098804
"1569","Unox","Good Noodles Oosterse Kip (Oriental Chicken)","Pack","Holland",3.5,"",20.4153661644464
"1570","Maruchan","Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables","Bowl","USA",4,"",20.6172081112604
"1571","Golden Wheat","Korean Style Spicy Beef Noodle Soup","Bowl","China",3.75,"",20.5706366638769
"1572","Western Family","Instant Noodles In A Cup Oriental","Cup","Canada",2,"",16.3078557264715
"1573","Ottogi","Sesame Flavor Noodle Bowl","Bowl","South Korea",3.5,"",20.5358181019529
"1574","Nissin","Demae Ramen Sesame Oil Flavour Noodles With Soup Base","Bowl","Hong Kong",4.5,"",20.1086786385113
"1575","Amino","Barszcz czerwony (Borscht)","Pack","Poland",4,"",19.5033525881334
"1576","Four Seas","Chicken Flavour","Bowl","China",2.75,"",17.0560238853258
"1577","Wai Wai","Artificial Pork Flavour","Pack","Thailand",3,"",20.0727370899547
"1578","Nissin","Chow Mein Spicy Teriyaki Beef","Tray","USA",4.5,"",18.8910050199131
"1579","Mr. Noodles","Bowl Spicy Chicken Simulated Flavour","Bowl","Canada",2,"",15.4707139024819
"1580","Paldo","ДОШИРАК (Dosirac) Beef Flavor","Pack","South Korea",3.5,"",21.991348854555
"1581","Maruchan","Yakisoba Beef Taco Flavor","Tray","USA",4.25,"",19.4523594946036
"1582","Pot Noodle","Tony's Doner Kebab","Cup","UK",1.5,"",15.9517911693461
"1583","Nongshim","Shin Ramyun Black Spicy Beef","Cup","South Korea",4.5,"",20.1454673335002
"1584","Sakurai Foods","Miso Stew Instant Udon (Winter)","Pack","Japan",4.25,"",19.0645028628229
"1585","Maruchan","Bowl Chicken Flavor","Bowl","USA",4,"",20.171745532617
"1586","Ko-Lee","Instant Noodles Beef","Pack","UK",3,"",18.3647848872145
"1587","Wai Wai","Tom Yum Shrimp Flavour","Pack","Thailand",3.25,"",21.7693801519846
"1588","Unox","Sate","Pack","Holland",3.5,"",19.356286058375
"1589","Prima Taste","Singapore Laksa La Mian","Pack","Singapore",5,"2013 #1",18.3624806102715
"1590","Prima Taste","Singapore Curry La Mian","Pack","Singapore",5,"2013 #2",19.8913159577
"1591","Nissin","Pan Asian Kitchen Spicy Pad Thai","Tray","USA",2.75,"",18.6992513511775
"1592","GS25","Gonghwachun Jjamppong","Pack","South Korea",4,"",20.0848065184609
"1593","Amino","Ogorkowa","Pack","Poland",3.25,"",18.2785386113728
"1594","Trident","Singapore Soft Noodles","Pack","Australia",2.75,"",20.8032506887114
"1595","Paldo","Jong-Gah-Jip Kimchi Ramen","Pack","South Korea",4,"",20.0153208072051
"1596","Ko-Lee","Go Noodles Thai Hot & Spicy Tom Yum","Cup","UK",1,"",12.4279989721905
"1597","Sun Noodle","Ramen Shoyu Flavor","Tray","USA",5,"",16.4864215375172
"1598","Sun Noodle","Tantanmen Spicy Sesame (Mild)","Tray","USA",3.75,"",19.7572890731615
"1599","Sun Noodle","Ramen Miso Flavor","Tray","USA",5,"",18.0473020281204
"1600","S&S","Saimin","Pack","USA",4,"",20.4978082900685
"1601","Sun Noodle","Cold Ramen Soy Sauce Vinaigrette","Tray","USA",4,"",18.0081429141504
"1602","Sun Noodle","Nama Soba Buckwheat Noodle","Tray","USA",4,"",20.8752328067211
"1603","Sun Noodle","Ramen Pork Flavor","Tray","USA",5,"",16.6294322505301
"1604","Sun Noodle","Yakisoba","Pack","USA",4.5,"",21.2383735347442
"1605","Nissin","Donbei Tensoba","Bowl","Japan",4,"",20.2139205398909
"1606","Ottogi","Spaghetti Ramen","Bowl","South Korea",4.5,"",18.0948921334045
"1607","Pot Noodle","Chilli Beef Flavour","Cup","UK",2.25,"",17.8559091234103
"1608","Annie Chun's","Ramen House Spicy Chicken Ramen","Pack","USA",4,"",18.6559584303399
"1609","Springlife","Spinach With Organic Noodles","Pack","China",3,"",20.6444474888813
"1610","Annie Chun's","Soup Bowl Chinese Chicken","Bowl","USA",4.25,"",21.3411825443321
"1611","Annie Chun's","Noodle Express Spicy Szechuan","Tray","USA",2,"",16.8468849211991
"1612","Annie Chun's","Soup Bowl Vietnamese Pho","Bowl","USA",4,"",18.5634656322266
"1613","Annie Chun's","Noodle Express Teriyaki","Tray","USA",3,"",18.5536171534886
"1614","Annie Chun's","Soup Bowl South Korean Kimchi","Bowl","USA",4.5,"",19.6684392521023
"1615","Annie Chun's","Ramen House Spring Vegetable Ramen","Pack","USA",4,"",20.3798773665969
"1616","Annie Chun's","Noodle Express Chinese Chow Mein","Tray","USA",3.75,"",22.6786098331269
"1617","Nissin","Raoh Backfat Rich Soy Sauce Flavor","Bowl","Japan",5,"",19.451556356799
"1618","Pot Noodle","Mr. Chu’s Golden Noodle No. 7 Sticky Rib","Cup","UK",3.25,"",19.13025693822
"1619","Nongshim","Bowl Noodle Soup Spicy Seafood Flavor (New Version)","Bowl","USA",4.25,"",20.6552281054462
"1620","Trident","Chow Mein Soft Noodles","Pack","Australia",2.75,"",20.6589578419696
"1621","Nissin","Bowl Noodles Hot & Spicy Super Picante","Bowl","USA",3.25,"",18.0917587206875
"1622","Sakurai Foods","ARCHE Naturküche Ramen Mit Ingwer","Pack","Japan",3.25,"",19.3131613797346
"1623","Sakurai Foods","Soy Sauce Ramen","Bowl","Japan",4.25,"",21.0176821212173
"1624","Sakurai Foods","100% Vegetarian Soy Sauce Flavor","Pack","Japan",4.25,"",17.5372827337362
"1625","Sakurai Foods","Sesame Noodles","Pack","Japan",5,"",18.7454755613168
"1626","Sakurai Foods","Miso Ramen","Bowl","Japan",4,"",21.3718083650927
"1627","Sakurai Foods","ARCHE Naturküche Japanische Nudelsuppe","Pack","Japan",3.25,"",19.9560892829414
"1628","Sakurai Foods","Soy Sauce Ramen","Pack","Japan",4.75,"",17.9620845595099
"1629","Pot Noodle","Sweet & Spicy","Cup","UK",3.5,"",18.7552471240469
"1630","Vifon","Pomidorowa (Mild Tomato)","Pack","Poland",4,"",21.2682112340376
"1631","Ottogi","Kiss Myon","Cup","South Korea",3.75,"",19.8269457959936
"1632","Ko-Lee","Instant Noodles Chicken ","Pack","UK",3.5,"",20.6894384667518
"1633","Trident","Hot & Spicy 2 Minute Noodles","Pack","Australia",3.5,"",18.2601624560184
"1634","Maruchan","Yakisoba Jalapeno Cheddar","Tray","USA",4,"",20.2080936916647
"1635","Right Foods","Dr. McDougall's Vegan Chicken Ramen","Cup","USA",1.75,"",16.152507774156
"1636","Pot Noodle","Jamaican Jerk!","Cup","UK",2.75,"",18.2181685081794
"1637","Wai Wai","Oriental Style Instant Noodles (Dry method)","Pack","Thailand",3,"",20.0321036139406
"1638","Amino","Zurek","Pack","Poland",3.25,"",19.8405104758222
"1639","Kamfen","E-men Lobster Soup","Pack","China",3.25,"",20.4229233872121
"1640","Ko-Lee","Go Noodles Chicken Special","Pack","UK",3.75,"",19.3403248509315
"1641","Wai Wai","Sour Soup Flavor","Pack","Thailand",3.5,"",20.9319167725724
"1642","Pot Noodle","Sweet & Sour","Cup","UK",3.75,"",20.869884181474
"1643","Maruchan","Yakisoba Four Cheese","Tray","USA",3.75,"",21.0611435528198
"1644","Mama","Shrimp (TOM YUM)","Pack","Thailand",3.75,"",19.507139503304
"1645","Yamachan","Mild Tonkotsu","Pack","USA",5,"",17.6834528146824
"1646","Maruchan","Beef","Cup","USA",3.5,"",18.6961831253992
"1647","Nongshim","Jinjja Jinjja Flamin' Hot & Nutty","Pack","USA",5,"2013 #4",19.1907356742308
"1648","Paldo","Kokomen Spicy Chicken","Cup","South Korea",4.5,"",20.041505428892
"1649","Paldo","Namja Ramen (USA version)","Pack","South Korea",5,"",17.5655356294152
"1650","Kamfen","dried Mix Noodles Soya Bean Paste","Tray","China",3.75,"",19.619966693902
"1651","Maruchan","35% Less Sodium Beef","Cup","USA",3.5,"",19.8098445613633
"1652","Vina Acecook","Good Artificial Minced Pork Bean Vermicelli","Pack","Vietnam",3.75,"",20.9282394550555
"1653","Kamfen","Dried Mix Noodles Artificial Spicy Pork","Tray","China",4,"",21.2366112723232
"1654","Paldo","Kokomen Spicy Chicken","Bowl","South Korea",4.75,"",19.7612128465552
"1655","Ibumie","VegeMee Vegetarian Flavour","Pack","Malaysia",2.75,"",19.6436382575972
"1656","Emart","Dare You! Habanero Ramen","Pack","South Korea",3.75,"",19.727298308153
"1657","Maruchan","35% Less Sodium Chicken","Pack","USA",3.75,"",21.4173847125038
"1658","Ibumie","LadMee Hot Pepper","Pack","Malaysia",3.5,"",20.564279428527
"1659","Sunlee","Shitake Mushroom Vernicalli","Bowl","Thailand",1.25,"",12.0124311352786
"1660","Ottogi","Jjajang Bokki","Bowl","South Korea",3.5,"",21.1080836575155
"1661","Shirakiku","Hot & Spicy Udon","Pack","USA",3,"",18.9586325787676
"1662","Maruchan","35% Less Sodium Beef","Pack","USA",3.5,"",19.3301290307004
"1663","Nongshim","Tempura Udon Flavor Cup Ramyun","Cup","South Korea",4.5,"",19.6771988437366
"1664","Vina Acecook","Good Chicken Abalone Bean Vermicelli","Pack","Vietnam",3.25,"",20.7798694587248
"1665","Goku Uma","Seafood Flavor Japanese Noodles","Bowl","Japan",4.25,"",20.0022087941267
"1666","Wai Wai","Casserole Beef Flavour","Pack","Thailand",3.5,"",18.5051565764638
"1667","Nissin","Ramen Shop Sapporo Miso","Pack","Japan",4,"",19.7406960168358
"1668","Nongshim","Spicy Shrimp Cup Ramyun","Cup","South Korea",4.25,"",19.8770705770735
"1669","Maruchan","Instant Lunch Shrimp","Cup","USA",3.75,"",19.2875831676831
"1670","Nissin","Top Ramen Cucharealo Habanero Shrimp","Pack","USA",3.75,"",19.240674103975
"1671","Paldo","Namja Ramyun","Bowl","South Korea",4.25,"",19.7687627766985
"1672","Indomie","Kriuuk Bawang","Pack","Indonesia",4.25,"",19.1668957018221
"1673","Sapporo Ichiban","Original Flavor","Cup","USA",3.5,"",22.4144101596842
"1674","Nongshim","Neoguri Spicy Seafood","Cup","South Korea",4,"",18.1892210008009
"1675","Daddy","Kari 365 Curry Flavour","Pack","Malaysia",5,"",18.2351543457288
"1676","Tradition","Vegetable Instant Noodle soup","Cup","USA",3.25,"",19.0892849361517
"1677","Myojo","Ippei-chan Yomise-No Yakisoba Oriental","Tray","Japan",4.75,"",18.9897210198646
"1678","Han's South Korea","Rice Noodle With Seafood Flavored Soup","Tray","South Korea",3.5,"",21.3995768023836
"1679","Sunlee","Pho Bo Beef Flavour Rice Stick","Bowl","Thailand",3.25,"",17.9738432831088
"1680","Sarimi","Rasa Ayam Bawang","Pack","Indonesia",3.5,"",20.1991825864544
"1681","Maruchan","Instant Lunch Chicken","Cup","USA",3.5,"",19.6987013429175
"1682","FMF","Chow Tomato ","Pack","Fiji",4.25,"",20.6746239028501
"1683","Long Kow","Crystal Noodles Savory Shoyu","Cup","China",1.5,"",14.8804808739028
"1684","FMF","Chow Masala","Pack","Fiji",4,"",17.7212420332776
"1685","Vina Acecook","Good Tomyum Kung Bean Vermicelli","Pack","Vietnam",3.5,"",21.7668518598425
"1686","SuperMi","Sedaaap Mi Goreng","Pack","Indonesia",5,"",19.123465907518
"1687","Han's South Korea","Rice Noodle With Kimchi Flavored Soup","Tray","South Korea",3,"",19.979736939196
"1688","Paldo","Bowl Noodle Shrimp Flavor","Bowl","South Korea",3.25,"",17.9974112262919
"1689","ABC","Selera Pedas Hot Tomato Soup Flavor","Pack","Indonesia",4.5,"",18.6400819326215
"1690","Vina Acecook","Hao Hao Mushroom","Pack","Vietnam",2.75,"",17.6996101738511
"1691","Unif / Tung-I","Mushroom Flavor Ramen Noodles","Pack","Vietnam",3.5,"",18.388514862004
"1692","Yamachan","Rich Shoyu Ramen","Pack","USA",4,"",19.1225558855129
"1693","Yamachan","Nagasaki Sara Udon Chicken ","Pack","USA",4.25,"",19.4611940452416
"1694","Yamachan","Cold Noodles With Lemon Soy Dressing","Pack","USA",4,"",19.2569434169687
"1695","Yamachan","Tonkotsu-Shoyu Rich Pork Flavor Ramen","Pack","USA",4.75,"",17.5925701950869
"1696","Yamachan","Miso Ramen Rich Sapporo Miso","Pack","USA",5,"",18.223005079632
"1697","Yamachan","Miso Ramen - Mild","Pack","USA",4,"",19.1664773242161
"1698","Yamachan","Shio Ramen Seafood Mild","Pack","USA",4.5,"",18.6190225755875
"1699","SuperMi","GoBang","Pack","Indonesia",5,"",18.0593022923801
"1700","Han's South Korea","Rice Noodle With Hot & Spicy","Tray","South Korea",3.25,"",18.3332872006121
"1701","Golden Wheat","South Korean Style Seafood","Cup","China",2.75,"",18.5853162586145
"1702","Song Hak","Rice Topokki","Bowl","South Korea",5,"",19.1195576810773
"1703","Nissin","Top Ramen Short Cuts Lime Chili","Pack","USA",3.75,"",20.1504606157653
"1704","Nongshim","Shin Bowl (New)","Bowl","USA",4.25,"",19.623215077878
"1705","Sarimi","Soto Koya Pedasss","Pack","Indonesia",3.25,"",21.0509255234899
"1706","Sunlee","Artificial Chicken Rice Vermicelli","Bowl","Thailand",2.5,"",17.8046385376011
"1707","Fuji Mengyo","Nabeyaki Udon","Bowl","Japan",3.5,"",19.6181054230783
"1708","Vifon","Viet Rice Noodles Chicken","Pack","Vietnam",3.5,"",20.2888392682487
"1709","Nongshim","Chapagetti","Bowl","USA",5,"",17.216017344777
"1710","Dragonfly","Artificial Hot & Sour Shrimp","Pack","China",4,"",18.3329101390857
"1711","SuperMi","Mi Keriting Rasa Ayam Bawang","Pack","Indonesia",3.75,"",20.8473695526198
"1712","Vina Acecook","Good Chicken Bean Vermicelli","Pack","Vietnam",3.25,"",20.1632314389324
"1713","CJ CheilJedang","Katsuobushi Udon","Bowl","South Korea",3.75,"",19.948162388428
"1714","Indomie","Rasa Coto Makassar","Pack","Indonesia",4,"",21.9830200483413
"1715","Master Kong","Mianba","Pack","China",4,"",19.2470368234507
"1716","Little Cook","Stewed Duck","Cup","Thailand",3,"",19.372879179324
"1717","Unif / Tung-I","Chinese Spices Tong Tsai Bean Vermicelli","Pack","Taiwan",3.5,"",20.9333214593138
"1718","Indomie","Special Fried Curly Noodle (Local)","Pack","Indonesia",5,"",17.2602028303885
"1719","Nissin","Top Ramen Short Cuts Roast Chicken","Pack","USA",4.25,"",18.2879084663293
"1720","Vina Acecook","Hao Hao Mi Chay Vegetarian","Pack","Vietnam",3.25,"",19.1610252436942
"1721","Baijia","Artificial Pickled Cabbage Fish","Pack","China",2.75,"",19.1640083203699
"1722","Tradition","Imitation Chicken Vegetarian","Cup","USA",3.75,"",22.8704298998398
"1723","Indomie","Rasa Mi Cakalang","Pack","Indonesia",4.5,"",18.9971704250423
"1724","Sempio","Seafood Vermicelli Anchovy","Bowl","South Korea",4.25,"",21.6227030838853
"1725","Little Cook","Mushroom Vegetarian","Bowl","Thailand",4.75,"",18.7066440273924
"1726","Vina Acecook","Bestcook Hot & Sour Shrimp","Bowl","Vietnam",4.25,"",17.2361065392888
"1727","Long Kow","Crystal Noodles Hot & Sour","Bowl","China",3.5,"",19.6578014974075
"1728","Dongwon","RaUdong Unfried Noodle With Kimchi","Bowl","South Korea",4.5,"",19.7343731257845
"1729","SuperMi","Sedaaap Mi Kuah Rasa Kari Ayam","Pack","Indonesia",4,"",19.3405014411557
"1730","Dragonfly","Artificial Pork Ribs","Bowl","China",3.5,"",19.0026462689072
"1731","Nissin","Top Ramen Short Cuts Chicken","Pack","USA",4,"",19.7118260366496
"1732","Nissin","Top Ramen Cucharealo Tomato Chicken","Pack","USA",3.5,"",19.4025906964027
"1733","Golden Wheat","South Korean Style Spicy Pork","Cup","China",3.5,"",20.9986945039865
"1734","Itomen","Sansai Soba Edible Wld Plant","Bowl","Japan",3.25,"",20.4999064558479
"1735","Vifon","Mi Kim Chee","Pack","Vietnam",3.75,"",19.6734021976951
"1736","Nongshim","Doong Ji Cold Noodle Chilled Broth","Pack","South Korea",4.25,"",19.4430072234283
"1737","Maggi","2 Minute Noodles Perencah Asam Laksa","Pack","Malaysia",4,"",21.8309816993659
"1738","Nissin","Top Ramen Short Cuts Beef","Pack","USA",3.5,"",18.3790776501216
"1739","JML","Artificial Stew Beef","Bowl","China",3.75,"",19.3616007705445
"1740","Nongshim","Chapagetti (South Korean)","Pack","South Korea",4,"",21.3585570306016
"1741","Chewy","Stir Rice Vermicelli Singaporean Laksa","Tray","China",3.75,"",21.2248255009497
"1742","CJ CheilJedang","Mild Bean Curd Stew","Cup","South Korea",2,"",17.2124266792604
"1743","Sarimi","Soto Koya Gurih","Pack","Indonesia",4,"",18.9768009986149
"1744","Nissin","Top Ramen Cucharealo Picante Chicken","Pack","USA",4.5,"",19.5310486712341
"1745","Binh Tay","Mi Chay Vegetarian","Pack","Vietnam",3.5,"",20.2380999523937
"1746","Mr. Noodles","Shrimp","Pack","Canada",2.5,"",21.5096881283585
"1747","Indomie","Mi Goreng Kriuuk Pedas","Pack","Indonesia",3.75,"",19.4360481223289
"1748","Wai Wai","Vegetarian","Pack","Thailand",3.5,"",18.2183347185262
"1749","Dragonfly","Mee Goreng Dry Ramen Noodles","Pack","China",3.75,"",18.5281532391807
"1750","Vifon","Instant Porridge Chicken","Pack","Vietnam",3.25,"",18.2836756487264
"1751","Seven-Eleven","Seven & I Shoyu","Cup","Japan",4.5,"",19.3813523708387
"1752","Paldo","Kko Kko Myun King Cup","Bowl","South Korea",4.75,"",18.4901530522164
"1753","Paldo","Seolleongtangmyeon","Pack","South Korea",3.5,"",18.831008747237
"1754","Paldo","Rabokki","Pack","South Korea",4.75,"",19.1646084383778
"1755","Paldo","Namja","Pack","South Korea",5,"",19.4969245610371
"1756","Paldo","Shoyu","Cup","Japan",3.25,"",20.6904783331094
"1757","Paldo","Bibim Men Cucumber","Pack","South Korea",5,"",17.0945579336747
"1758","Paldo","Kokomen Spicy Chicken","Pack","South Korea",5,"2013 #9",18.6941248417988
"1759","Paldo","Speed King Bowl (Prototype)","Bowl","South Korea",3.5,"",18.5168868091531
"1760","Master Kong","Potatoes & Stewed Beef","Pack","China",5,"",18.3780432606892
"1761","Sunlee","Tom Yum Shrimp Rice Stick","Bowl","Thailand",3.75,"",19.4742741221306
"1762","Maruchan","Tempura Soba","Pack","Japan",4,"",17.4222052971677
"1763","SuperMi","Sedaaap Mi Kuah Rasa Soto","Pack","Indonesia",4,"",19.8542856555659
"1764","Souper","Bowl Ramen Shrimp","Bowl","Taiwan",3.75,"",20.8937148245745
"1765","Vina Acecook","Oh! Ricey Phnom Penh Rice Noodle","Pack","Vietnam",3.75,"",19.3043580614825
"1766","Chencun","Stewde Chicken Of Mushroom","Cup","China",3.25,"",20.2323126927948
"1767","Indomie","Beef","Pack","Indonesia",3.5,"",19.6665016450476
"1768","Mr. Noodles","Spicy Chicken","Pack","Canada",2,"",16.7776457958817
"1769","Master Kong","Spicy Beef","Pack","China",3.75,"",19.2023749039478
"1770","Mr. Noodles","Vegetable","Pack","Canada",1.75,"",17.4653925054005
"1771","ABC","Selera Pedas Mi Goreng Hot Chicken Lemon","Pack","Indonesia",4.25,"",21.1824358944354
"1772","Nongshim","Neoguri Mild (South Korea)","Pack","South Korea",4,"",20.1067809054103
"1773","Kim's Bowl","Vegetarian Tom Yum","Bowl","Thailand",3.5,"",18.83546022303
"1774","SuperMi","Super Rasa Ayam Bawang","Pack","Indonesia",4,"",19.8996066603511
"1775","Ohsung","Hot Spicy Bowl With Soy Peptide","Bowl","South Korea",3.5,"",19.7646993291946
"1776","Acecook","Super Big Ramen Soy Sauce","Bowl","Japan",1.25,"",13.9303892296892
"1777","Little Cook","Abalone Chicken","Cup","Thailand",1.75,"",15.2686173284583
"1778","Master Kong","Premium Taste Roasted Beef","Bowl","China",4,"",20.788801104138
"1779","Sarimi","Isi 2 Mi Goreng Rasa Ayam Kecap","Pack","Indonesia",4.5,"",19.4810835640489
"1780","Gau Do","Hot Sour Shrimp","Pack","Vietnam",3.75,"",19.36907263214
"1781","Mr. Noodles","Chicken","Pack","Canada",3,"",18.6759215713781
"1782","Nongshim","Bowl Noodle Savory Chicken (New)","Bowl","USA",4.25,"",18.571092856521
